,Date,Close,Change,Change Percent,Volume,Shares,Net Foreign,Low,High,Open,Trades
164,2024-04-01,5.02,0.09,+1.83%,₱154.58K,31.00K,₱-9.96K,4.93,5.02,4.93,15
165,2024-03-27,4.93,-0.01,-0.20%,₱1.18M,239.00K,₱-723.69K,4.91,4.95,4.93,35
166,2024-03-26,4.94,0.04,+0.82%,₱5.40M,1.10M,₱-2.19M,4.88,4.96,4.96,155
167,2024-03-25,4.9,-0.07,-1.41%,₱3.98M,816.00K,₱-1.58M,4.65,5.03,5.02,68
168,2024-03-22,4.97,-0.08,-1.58%,₱2.26M,453.60K,₱-925.84K,4.95,5.04,5.0,70
169,2024-03-21,5.05,-0.01,-0.20%,₱3.17M,629.80K,₱-1.89M,5.0,5.08,5.08,45
170,2024-03-20,5.06,0.01,+0.20%,₱3.52M,701.70K,₱-2.24M,4.94,5.15,5.01,109
171,2024-03-19,5.05,-0.04,-0.79%,₱618.85K,122.40K,₱-497.47K,5.05,5.15,5.15,44
172,2024-03-18,5.09,-0.01,-0.20%,₱3.76M,744.40K,₱208.75K,5.0,5.1,5.05,228
173,2024-03-15,5.1,0.10,+2.00%,₱4.93M,965.70K,₱876.16K,5.0,5.12,5.0,160
174,2024-03-14,5.0,-0.18,-3.47%,₱3.69M,727.70K,₱-138.50K,4.98,5.15,5.12,206
175,2024-03-13,5.18,0.03,+0.58%,₱4.97M,967.40K,₱-1.20M,5.09,5.18,5.14,152
176,2024-03-12,5.15,0.06,+1.18%,₱3.55M,688.10K,₱-627.26K,5.11,5.2,5.2,128
177,2024-03-11,5.09,-0.11,-2.12%,₱3.72M,728.40K,₱-2.80M,5.08,5.2,5.2,116
178,2024-03-08,5.2,0.02,+0.39%,₱153.14K,29.70K,₱-10.72K,5.1,5.24,5.1,32
179,2024-03-07,5.18,-0.07,-1.33%,₱2.48M,479.80K,₱-1.39M,5.13,5.25,5.18,93
180,2024-03-06,5.25,0.00,0.00%,₱3.08M,588.80K,₱-1.09M,5.19,5.3,5.27,220
181,2024-03-05,5.25,-0.07,-1.32%,₱1.61M,308.30K,₱-1.49M,5.21,5.32,5.32,93
182,2024-03-04,5.32,0.02,+0.38%,₱3.30M,624.90K,₱585.64K,5.09,5.32,5.15,168
183,2024-03-01,5.3,0.03,+0.57%,₱1.60M,303.70K,₱-436.85K,5.27,5.3,5.27,67
184,2024-02-29,5.27,0.01,+0.19%,₱3.75M,712.00K,₱-1.58M,5.24,5.29,5.26,126
185,2024-02-28,5.26,0.03,+0.57%,₱5.17M,988.60K,₱378.98K,5.2,5.28,5.24,170
186,2024-02-27,5.23,0.03,+0.58%,₱5.42M,1.04M,₱1.68M,5.14,5.24,5.2,117
187,2024-02-26,5.2,0.02,+0.39%,₱4.68M,901.90K,₱601.93K,5.09,5.2,5.09,118
188,2024-02-23,5.18,0.00,0.00%,₱2.06M,397.80K,₱321.67K,5.11,5.19,5.18,50
189,2024-02-22,5.18,0.03,+0.58%,₱4.18M,812.40K,₱955.51K,5.09,5.18,5.16,131
190,2024-02-21,5.15,0.02,+0.39%,₱1.56M,304.00K,₱165.27K,5.1,5.16,5.16,100
191,2024-02-20,5.13,-0.02,-0.39%,₱2.00M,389.70K,₱987.22K,5.11,5.15,5.15,48
192,2024-02-19,5.15,-0.03,-0.58%,₱1.30M,253.40K,₱239.95K,5.12,5.17,5.17,58
193,2024-02-16,5.18,0.06,+1.17%,₱3.39M,660.60K,₱513.24K,5.08,5.18,5.13,76
194,2024-02-15,5.12,0.08,+1.59%,₱1.17M,228.80K,₱15.33K,5.04,5.12,5.04,54
195,2024-02-14,5.04,-0.09,-1.75%,₱4.50M,883.00K,₱2.21M,5.04,5.13,5.1,140
196,2024-02-13,5.13,0.05,+0.98%,₱2.36M,462.10K,₱830.78K,5.09,5.14,5.09,141
197,2024-02-12,5.08,0.04,+0.79%,₱4.30M,849.60K,₱2.26M,5.04,5.08,5.04,105
198,2024-02-08,5.04,0.01,+0.20%,₱4.24M,841.30K,₱497.80K,5.0,5.05,5.04,115
199,2024-02-07,5.03,0.03,+0.60%,₱3.39M,677.20K,₱451.51K,4.99,5.04,5.0,134
200,2024-02-06,5.0,0.00,0.00%,₱5.59M,1.12M,₱-18.92K,4.95,5.0,4.99,160
201,2024-02-05,5.0,0.05,+1.01%,₱2.81M,565.00K,₱-387.45K,4.95,5.0,4.95,84
202,2024-02-02,4.95,-0.03,-0.60%,₱8.89M,1.79M,₱1.54M,4.82,4.98,4.98,148
203,2024-02-01,4.98,-0.04,-0.80%,₱8.22M,1.65M,₱3.49M,4.91,5.03,5.0,108
204,2024-01-31,5.02,-0.01,-0.20%,₱2.07M,412.40K,₱166.72K,5.0,5.03,5.03,70
205,2024-01-30,5.03,0.02,+0.40%,₱1.25M,249.00K,₱0,5.0,5.03,5.03,62
206,2024-01-29,5.01,0.01,+0.20%,₱1.66M,332.70K,₱-1.13M,4.95,5.02,5.0,103
207,2024-01-26,5.0,-0.05,-0.99%,₱11.54M,2.31M,₱-10.11M,4.98,5.05,5.05,114
208,2024-01-25,5.05,0.05,+1.00%,₱1.62M,320.60K,₱-464.59K,5.03,5.05,5.04,49
209,2024-01-24,5.0,0.00,0.00%,₱4.99M,1.00M,₱-3.28M,4.95,5.05,5.0,216
210,2024-01-23,5.0,0.13,+2.67%,₱3.39M,680.00K,₱-245.78K,4.87,5.03,4.87,125
211,2024-01-22,4.87,0.07,+1.46%,₱98.36M,20.28M,₱-874.72K,4.83,4.89,4.85,51
212,2024-01-19,4.8,-0.06,-1.23%,₱294.59M,61.36M,₱-292.46M,4.8,4.9,4.86,122
213,2024-01-18,4.86,-0.01,-0.21%,₱2.22M,463.00K,₱-447.68K,4.75,4.92,4.92,61
214,2024-01-17,4.87,-0.03,-0.61%,₱1.34M,277.00K,₱-491.11K,4.78,4.94,4.9,69
215,2024-01-16,4.9,0.04,+0.82%,₱1.16M,238.00K,₱-72.89K,4.82,4.9,4.82,36
216,2024-01-15,4.86,0.04,+0.83%,₱2.04M,423.00K,₱-436.66K,4.76,4.86,4.76,102
217,2024-01-12,4.82,0.01,+0.21%,₱1.15M,240.00K,₱86.54K,4.78,4.83,4.81,57
218,2024-01-11,4.81,0.02,+0.42%,₱1.45M,301.00K,₱-326.72K,4.78,4.82,4.8,50
219,2024-01-10,4.79,0.01,+0.21%,₱482.71K,101.00K,₱-38.20K,4.76,4.8,4.76,40
220,2024-01-09,4.78,0.01,+0.21%,₱1.73M,362.00K,₱-76.34K,4.75,4.83,4.83,68
221,2024-01-08,4.77,-0.02,-0.42%,₱833.57K,174.00K,₱-100.66K,4.75,4.82,4.75,42
222,2024-01-05,4.79,0.04,+0.84%,₱503.21K,105.00K,₱28.78K,4.75,4.83,4.75,36
223,2024-01-04,4.75,-0.01,-0.21%,₱1.28M,268.00K,₱-227.99K,4.75,4.79,4.75,62
224,2024-01-03,4.76,0.04,+0.85%,₱300.02K,63.00K,₱247.63K,4.73,4.78,4.73,22
225,2024-01-02,4.72,0.10,+2.16%,₱852.55K,181.00K,₱683.19K,4.62,4.82,4.62,46
226,2023-12-29,4.62,-0.19,-3.95%,₱3.51M,751.00K,₱-2.10M,4.62,4.79,4.78,148
227,2023-12-28,4.81,-0.14,-2.83%,₱2.69M,550.00K,₱-750.10K,4.77,4.94,4.9,113
228,2023-12-27,4.95,0.15,+3.13%,₱2.34M,476.00K,₱-562.78K,4.75,4.95,4.87,103
229,2023-12-22,4.8,0.00,0.00%,₱1.53M,324.00K,₱-413.17K,4.59,4.81,4.74,117
